strategy,config,lang,perturbation,count,f1,em,bleu,chrf,sbert
P1-fewshot,atomic,es,word_order,42,0.7353017829057451,0.2876984126984127,53.527528654144675,73.57702812280422,0.8682335269829583
P1-fewshot,atomic,fr,alteration,42,0.6612446427980642,0.13690476190476192,42.16691022876502,67.96336668438762,0.806029802513501
P1-fewshot,atomic,fr,expansion_impact,42,0.6823597027120636,0.20634920634920634,44.62078539808439,69.32229192900101,0.8458344291540838
P1-fewshot,atomic,fr,expansion_noimpact,42,0.724119970463112,0.2400793650793651,51.023414469139425,71.71540918890099,0.8473090262758354
P1-fewshot,atomic,fr,intensifier,42,0.7699896802705473,0.30158730158730157,55.64491470833151,76.02948754933973,0.8851094969090014
P1-fewshot,atomic,fr,omission,42,0.6887390147267588,0.24206349206349204,47.913416269272794,68.29119699808379,0.8129934792125982
P1-fewshot,atomic,fr,spelling,42,0.7414923804720961,0.31547619047619047,55.24661284979112,74.64861388191986,0.8589466403992403
P1-fewshot,atomic,fr,synonym,42,0.7324272152177321,0.3075396825396825,53.092839264777325,72.40658629596756,0.8606292150678143
P1-fewshot,atomic,fr,word_order,42,0.7232317253037238,0.2777777777777778,50.163236067697135,72.1968342584543,0.8630378502347166
P1-fewshot,atomic,hi,alteration,42,0.6435096850182537,0.19444444444444442,44.41194207598304,65.2054915811522,0.7879738336399433
P1-fewshot,atomic,hi,expansion_impact,42,0.7052965198504805,0.21825396825396823,50.38819126769289,72.2012744486811,0.833570636180599
P1-fewshot,atomic,hi,expansion_noimpact,42,0.6989989525777537,0.246031746031746,50.26409581737513,69.98961119716633,0.8273215871526017
P1-fewshot,atomic,hi,intensifier,42,0.6894968058648888,0.23809523809523808,48.33992913683875,68.90042639599575,0.8115397486540059
P1-fewshot,atomic,hi,omission,42,0.653128924480898,0.251984126984127,44.18386561229499,64.8493744762587,0.7839530773963483
P1-fewshot,atomic,hi,spelling,42,0.7031050269451716,0.24206349206349204,48.98138415830034,69.45545069151999,0.8199273817063797
P1-fewshot,atomic,hi,synonym,42,0.6959131043476198,0.2341269841269841,46.91249699348003,69.4559611131953,0.8228561860760525
P1-fewshot,atomic,hi,word_order,42,0.7003051462411278,0.24206349206349204,49.090121112617744,70.28740899734007,0.8301768299813072
P1-fewshot,atomic,tl,alteration,42,0.6467985387437236,0.23015873015873015,44.56939752875361,66.38864361534277,0.7803896564753755
P1-fewshot,atomic,tl,expansion_impact,42,0.6697166810040083,0.24603174603174605,46.60035701820837,68.82065780632966,0.7982119323597068
P1-fewshot,atomic,tl,expansion_noimpact,42,0.6491222100613924,0.23809523809523808,45.54889991859991,67.38889470934699,0.7810982943675112
P1-fewshot,atomic,tl,intensifier,42,0.6479992203428605,0.25,44.63150194231164,67.30403429703028,0.7839858510073215
P1-fewshot,atomic,tl,omission,42,0.6408925421310703,0.21626984126984128,42.13998577835665,63.5118492537386,0.7534262520808076
P1-fewshot,atomic,tl,spelling,42,0.6847130297372652,0.23809523809523808,47.11502007721259,68.81096939420665,0.7840627851629896
P1-fewshot,atomic,tl,synonym,42,0.6887312421404385,0.23809523809523808,46.47400000470442,68.19414539871745,0.7960942741187793
P1-fewshot,atomic,tl,word_order,42,0.6886987369311297,0.251984126984127,47.70595333058245,69.3547882318756,0.7964693644520131
P1-fewshot,atomic,zh,alteration,42,0.7028022330573174,0.17857142857142858,47.02780680230543,70.2964707004986,0.8276521527459698
P1-fewshot,atomic,zh,expansion_impact,42,0.7252564112404674,0.24404761904761904,52.870957677451486,72.3225617281515,0.8395347192528702
P1-fewshot,atomic,zh,expansion_noimpact,42,0.7100344593722,0.2599206349206349,50.09269255717432,70.65265779217512,0.8404934695434003
P1-fewshot,atomic,zh,intensifier,42,0.7582584975209373,0.2797619047619047,56.32739020200771,74.61161671169285,0.8624652954675848
P1-fewshot,atomic,zh,omission,42,0.6894547424203105,0.17063492063492064,44.332046735953035,65.83105963834848,0.8115951100748683
P1-fewshot,atomic,zh,spelling,42,0.7509320561916394,0.2678571428571428,56.021743856166474,74.94071854251732,0.8656364394322273
P1-fewshot,atomic,zh,synonym,42,0.7418543820345307,0.2678571428571428,56.87991323837687,73.79601405936721,0.8608956767453089
P1-fewshot,atomic,zh,word_order,42,0.7419107772234602,0.28769841269841273,54.698808321294486,74.23652972519895,0.8634040345630002
P1-fewshot,semantic,es,alteration,42,0.539610405570921,0.076984126984127,30.175731048528508,58.168590082618636,0.7331865903418807
P1-fewshot,semantic,es,expansion_impact,42,0.6044135683090885,0.11666666666666667,35.2156526913773,62.37096957995781,0.7779617180693008
P1-fewshot,semantic,es,expansion_noimpact,42,0.6039365619991056,0.13214285714285715,36.68067162281023,62.778316370974345,0.7715400693938137
P1-fewshot,semantic,es,intensifier,42,0.6175853415979552,0.14325396825396827,38.238113804999365,64.03393043741991,0.7882761678377551
P1-fewshot,semantic,es,omission,42,0.583392014821465,0.11865079365079365,34.91360435057426,60.859720109157315,0.7624672404446063
P1-fewshot,semantic,es,spelling,42,0.6181740218171515,0.1376984126984127,39.464093353642525,64.33922650134583,0.7720929626405002
P1-fewshot,semantic,es,synonym,42,0.6200534056179736,0.14246031746031745,38.87973833276814,64.02521290084003,0.787860463822763
P1-fewshot,semantic,es,word_order,42,0.6215727632698379,0.14563492063492062,38.8747140533652,63.944438317013706,0.7779266659140824
P1-fewshot,semantic,fr,alteration,42,0.540133698289826,0.08452380952380951,29.290329164806995,56.94534599498303,0.7050479741412259
P1-fewshot,semantic,fr,expansion_impact,42,0.573110455285424,0.13095238095238096,34.55503137377665,59.26214365487735,0.7544548673599605
P1-fewshot,semantic,fr,expansion_noimpact,42,0.633832272733307,0.16865079365079363,41.34779875572114,64.35483375609226,0.7788718688050432
P1-fewshot,semantic,fr,intensifier,42,0.6432308628469942,0.17619047619047618,41.77816133898078,65.09742173215126,0.7844050667987811
P1-fewshot,semantic,fr,omission,42,0.5959059078783031,0.14047619047619048,36.99443539190681,59.5085356574042,0.7460634722337423
P1-fewshot,semantic,fr,spelling,42,0.6260011687462306,0.15357142857142855,40.104352172169,63.14265336135785,0.769105589354322
P1-fewshot,semantic,fr,synonym,42,0.616077564336424,0.15674603174603177,39.46375660316884,62.02991697287003,0.7698875914963464
P1-fewshot,semantic,fr,word_order,42,0.6053855179972965,0.1365079365079365,37.54865306740501,61.4953072609314,0.768029539437876
P1-fewshot,semantic,hi,alteration,42,0.520639713588796,0.10674603174603173,29.66237231392347,53.35750695826115,0.7010507538279016
P1-fewshot,semantic,hi,expansion_impact,42,0.5367775586928153,0.10833333333333332,31.17095836435855,55.92230768004581,0.7097244017624429
P1-fewshot,semantic,hi,expansion_noimpact,42,0.5497205850095966,0.09563492063492063,32.33470128788145,55.07602224722512,0.7142934442098652
P1-fewshot,semantic,hi,intensifier,42,0.5655311503997421,0.09563492063492063,32.80069778545599,55.452220165367535,0.7245936145592067
P1-fewshot,semantic,hi,omission,42,0.5201309156942946,0.09087301587301587,30.149631831008346,52.05689735742429,0.6990516219509855
P1-fewshot,semantic,hi,spelling,42,0.5444515673442707,0.10634920634920635,32.84915662352016,54.89690646570739,0.7088942845115467
P1-fewshot,semantic,hi,synonym,42,0.5527976976862238,0.11150793650793651,32.742904072652145,54.46136099423228,0.7135088412150268
P1-fewshot,semantic,hi,word_order,42,0.551873346261952,0.08293650793650793,30.411172553607788,55.16152064020399,0.7241594932825556
P1-fewshot,semantic,tl,alteration,42,0.5092733724354472,0.07261904761904761,31.330896385409552,53.16768060662309,0.6597310763539835
P1-fewshot,semantic,tl,expansion_impact,42,0.5528338211656549,0.12103174603174602,34.55687005595181,57.29958178257603,0.7059556919283101
P1-fewshot,semantic,tl,expansion_noimpact,42,0.5525463831888147,0.14246031746031745,35.34998016060311,58.09007181688618,0.7078019621826355
P1-fewshot,semantic,tl,intensifier,42,0.5276855079304213,0.13055555555555556,32.04982969571621,54.85442879466057,0.6864501667489845
P1-fewshot,semantic,tl,omission,42,0.5002501744826996,0.05873015873015873,28.965369164595234,51.207103927787166,0.6688472093866458
P1-fewshot,semantic,tl,spelling,42,0.5481505153837983,0.09722222222222221,32.93646424317127,57.56636976096528,0.7033111566914216
P1-fewshot,semantic,tl,synonym,42,0.5600250337385319,0.10992063492063493,34.83730093158903,56.71192746133342,0.6991805019064082
P1-fewshot,semantic,tl,word_order,42,0.5444888275834143,0.11547619047619048,33.68566538203635,56.52556126432217,0.7039694059610603
P1-fewshot,semantic,zh,alteration,42,0.5589387094995322,0.08809523809523809,31.868029127001734,56.91823612997758,0.7238366451676167
P1-fewshot,semantic,zh,expansion_impact,42,0.5651765418282821,0.10833333333333335,32.60570579610445,56.90157091658036,0.7371430472995614
P1-fewshot,semantic,zh,expansion_noimpact,42,0.58951908008226,0.10317460317460317,34.69896264513753,58.42172502414618,0.7560598283887855
P1-fewshot,semantic,zh,intensifier,42,0.5943290572152875,0.09642857142857142,34.332967676610686,58.60561666946742,0.7519393217143795
P1-fewshot,semantic,zh,omission,42,0.542471399529918,0.0630952380952381,30.422616946905517,53.70736949527432,0.7134474981369243
P1-fewshot,semantic,zh,spelling,42,0.5848372267089764,0.1253968253968254,36.28525164972842,58.70455490262142,0.7414461940645226
P1-fewshot,semantic,zh,synonym,42,0.6049274284124666,0.1349206349206349,37.43853347866862,60.07331300569141,0.7641005765957137
P1-fewshot,semantic,zh,word_order,42,0.591192171503553,0.14007936507936508,35.13049946744108,58.18387173287558,0.7567509639010366
