strategy,config,lang,perturbation,count,f1,em,bleu,chrf,sbert
P3-concise,vanilla,zh,intensifier,42,0.4844642592856878,0.12380952380952379,27.356031953159512,47.7124855664804,0.6881994638192866
P3-concise,vanilla,zh,omission,42,0.4144577666601477,0.09206349206349207,23.723291591012657,43.073727430233866,0.635877591293187
P3-concise,vanilla,zh,spelling,42,0.4366486864105912,0.09444444444444444,24.612208731507643,44.62396446723108,0.6378119341422996
P3-concise,vanilla,zh,synonym,42,0.4765464583916965,0.12103174603174602,26.15204030487902,46.55148253101716,0.666530486520025
P3-concise,vanilla,zh,word_order,42,0.45282380097856295,0.14246031746031745,26.448907390142175,45.87569876670275,0.638916473347871
P3-concise,atomic,es,alteration,42,0.39529923339447154,0.10317460317460317,24.001800835047273,42.83757221721283,0.5711800967017928
P3-concise,atomic,es,expansion_impact,42,0.44405055922913067,0.09523809523809523,26.742995333074752,46.717594328034906,0.605396557761918
P3-concise,atomic,es,expansion_noimpact,42,0.47793475263713364,0.12698412698412698,30.558994853466228,50.087416239072,0.6335131548167694
P3-concise,atomic,es,intensifier,42,0.49395171627314494,0.11706349206349205,29.143584360573577,48.816506820041454,0.6195658771025518
P3-concise,atomic,es,omission,42,0.4696649029982364,0.11706349206349205,28.850189933211883,48.3679616005896,0.6051820904785205
P3-concise,atomic,es,spelling,42,0.5221415489272632,0.13293650793650794,33.08964952903632,54.10657903995771,0.651100625727503
P3-concise,atomic,es,synonym,42,0.472439960832818,0.14484126984126983,29.95968614794254,49.81007305073796,0.6084038171444147
P3-concise,atomic,es,word_order,42,0.5448607058726106,0.16865079365079363,33.102242498068165,54.7039985579728,0.6770476046210481
P3-concise,atomic,fr,alteration,42,0.4068416041630328,0.0853174603174603,23.37263205947863,42.24316520024092,0.57397082459832
P3-concise,atomic,fr,expansion_impact,42,0.4432375417144325,0.08928571428571429,26.92830295886186,47.27737726312985,0.6694235950856218
P3-concise,atomic,fr,expansion_noimpact,42,0.5126778644635788,0.14484126984126983,30.497675459680345,51.94800387107479,0.6920119707162181
P3-concise,atomic,fr,intensifier,42,0.4853186275805323,0.10714285714285714,29.57564056345796,49.72793501477606,0.6879917118580094
P3-concise,atomic,fr,omission,42,0.4857472223543651,0.13690476190476192,29.313211388015837,49.70825526722394,0.664222765580884
P3-concise,atomic,fr,spelling,42,0.5034714844238654,0.1349206349206349,31.524662683165076,52.08948980781259,0.7045392975181578
P3-concise,atomic,fr,synonym,42,0.48220277297658254,0.16071428571428573,30.373336129032964,49.2074409118083,0.6631169984087584
P3-concise,atomic,fr,word_order,42,0.4999102969341064,0.16865079365079363,32.74751093193828,52.01727262118321,0.6831376767968611
P3-concise,atomic,hi,alteration,42,0.4256030850568666,0.09722222222222224,20.43966725167507,41.497305709146346,0.5723505176729449
P3-concise,atomic,hi,expansion_impact,42,0.43955421329370914,0.15674603174603174,28.254752424148485,43.42418724440804,0.59704703375298
P3-concise,atomic,hi,expansion_noimpact,42,0.45853194424623006,0.123015873015873,26.941426642780065,44.50194992153926,0.6018526247695147
P3-concise,atomic,hi,intensifier,42,0.4559252896962982,0.16468253968253968,29.887201836656224,45.908691488666534,0.6190513243403521
P3-concise,atomic,hi,omission,42,0.37543488257773977,0.0615079365079365,20.773225850198877,38.10539734534703,0.541774868266657
P3-concise,atomic,hi,spelling,42,0.4573426022830785,0.14285714285714285,27.59745991419,44.43369934222966,0.6217432661418109
P3-concise,atomic,hi,synonym,42,0.4808770244694615,0.123015873015873,28.69580049091578,46.33837598524101,0.6033731636679954
P3-concise,atomic,hi,word_order,42,0.42304427274665374,0.10515873015873015,25.15486361553289,40.76232170578417,0.5527894690314988
P3-concise,atomic,tl,alteration,42,0.3652214298047631,0.08333333333333333,23.357478112817713,39.65729734034376,0.5163446775238428
P3-concise,atomic,tl,expansion_impact,42,0.4022631799417514,0.12103174603174602,24.05709669811448,41.82219917290329,0.5333285129569943
P3-concise,atomic,tl,expansion_noimpact,42,0.39456940766464577,0.07539682539682539,24.111385570464726,43.11767673046985,0.5260521287896803
P3-concise,atomic,tl,intensifier,42,0.43024062577634004,0.12103174603174602,25.616895175582787,44.063508267275225,0.5468823911089982
P3-concise,atomic,tl,omission,42,0.3639183898112469,0.13095238095238096,23.70726089203244,40.959998598583226,0.5037263622784631
P3-concise,atomic,tl,spelling,42,0.37738197648911936,0.12698412698412698,26.11172219007943,42.37257332649954,0.5158311421169884
P3-concise,atomic,tl,synonym,42,0.40501749132701514,0.11706349206349205,26.339390457203606,43.14593273958468,0.5325260707066349
P3-concise,atomic,tl,word_order,42,0.441132170298837,0.1626984126984127,30.318734202860394,46.022645995045686,0.568100861044571
P3-concise,atomic,zh,alteration,42,0.5080125212478154,0.06746031746031746,29.072420313314304,51.113360592481634,0.663908049286831
P3-concise,atomic,zh,expansion_impact,42,0.4976002392669059,0.0853174603174603,26.66534482044856,48.478809499081315,0.6786590084315292
P3-concise,atomic,zh,expansion_noimpact,42,0.5051180191061143,0.07539682539682538,28.418512685950347,48.60461586658282,0.6974253995964924
P3-concise,atomic,zh,intensifier,42,0.5375755747779556,0.09523809523809523,30.670777722359748,51.38130828637492,0.7179624332883765
P3-concise,atomic,zh,omission,42,0.454623429921049,0.11904761904761904,27.13869565860095,47.082057679279856,0.6653380830373082
P3-concise,atomic,zh,spelling,42,0.5204469112990416,0.10119047619047619,30.17342216583218,50.71041090257371,0.6991041547781419
P3-concise,atomic,zh,synonym,42,0.5270095534976487,0.09722222222222221,29.554279676633314,50.49823673269086,0.7061192818459064
P3-concise,atomic,zh,word_order,42,0.5952420264920265,0.20634920634920634,35.77115880612773,57.7107055704448,0.752332097503342
P3-concise,semantic,es,alteration,42,0.37578816362079664,0.07539682539682539,20.111411735749613,40.4391980095645,0.5632897596732372
P3-concise,semantic,es,expansion_impact,42,0.3941054756530947,0.0976190476190476,22.09311033437115,42.288192806998026,0.5940413639141572
P3-concise,semantic,es,expansion_noimpact,42,0.39719118960715594,0.0642857142857143,20.894557167565214,41.717094432724274,0.5874612831832131
P3-concise,semantic,es,intensifier,42,0.40313138257115844,0.07182539682539682,20.223824244592816,41.83012663022192,0.5704833812523811
P3-concise,semantic,es,omission,42,0.3892683418873895,0.04007936507936508,18.559007063190908,39.19857936632305,0.5668882771498628
P3-concise,semantic,es,spelling,42,0.45117103031318717,0.10396825396825396,25.276695314394676,45.933670476573674,0.609228076689714
P3-concise,semantic,es,synonym,42,0.40779448648146127,0.08928571428571429,22.613466101894815,42.110236554998295,0.5831290191630759
P3-concise,semantic,es,word_order,42,0.44038837925742685,0.09047619047619047,22.41705330416763,43.35183724827653,0.5944889513332219
P3-concise,semantic,fr,alteration,42,0.27560681161871636,0.02936507936507936,14.571415657240262,33.122049430215185,0.47852034028213
P3-concise,semantic,fr,expansion_impact,42,0.4059632475108665,0.07420634920634919,21.177507324628298,41.88349869565823,0.6093680043608719
P3-concise,semantic,fr,expansion_noimpact,42,0.4193837886099791,0.07777777777777778,21.524275022640374,42.870200042036394,0.6129669125324914
P3-concise,semantic,fr,intensifier,42,0.4061215393953489,0.06031746031746031,20.775406082784233,42.6467601690072,0.5991980072391767
P3-concise,semantic,fr,omission,42,0.39907171091694904,0.07301587301587302,20.615524413542573,42.09186600996196,0.5956232257682594
P3-concise,semantic,fr,spelling,42,0.4118391132676847,0.10436507936507937,23.287776815477272,42.69422666929838,0.6030643441862175
P3-concise,semantic,fr,synonym,42,0.4139441290631766,0.10357142857142856,23.082568758374936,43.31518773438564,0.5939303857436966
P3-concise,semantic,fr,word_order,42,0.42420030146220616,0.09285714285714286,23.04767930983448,42.90847731758005,0.6052223713447651
P3-concise,semantic,hi,alteration,42,0.36616603038521806,0.0857142857142857,19.73529925494079,38.30764539406393,0.5493408534986278
P3-concise,semantic,hi,expansion_impact,42,0.36874817642674784,0.08492063492063491,21.54439057637195,38.98824114125341,0.5526439736663763
P3-concise,semantic,hi,expansion_noimpact,42,0.40270818104501577,0.09484126984126984,22.20501529129646,39.39935230288585,0.5695780908393244
P3-concise,semantic,hi,intensifier,42,0.371609834169358,0.0857142857142857,22.06430869886075,37.808911080886766,0.5541743596446597
P3-concise,semantic,hi,omission,42,0.3546893925920537,0.054761904761904755,18.045261767221795,35.75531590863419,0.5270575752600081
P3-concise,semantic,hi,spelling,42,0.4039415794807952,0.11547619047619047,23.598976332053844,41.867697478350124,0.5848213134303925
P3-concise,semantic,hi,synonym,42,0.4259571938073338,0.1246031746031746,25.21135060225165,42.8128545347172,0.6030907125204861
P3-concise,semantic,hi,word_order,42,0.39969054094054096,0.0738095238095238,20.59589934459726,39.224913598595286,0.5769644896270678
P3-concise,semantic,tl,alteration,42,0.32070829963687103,0.02936507936507936,18.460911560527485,34.008029128457494,0.4649586060524194
P3-concise,semantic,tl,expansion_impact,42,0.34119023509429675,0.04325396825396825,17.68878817460718,34.55821842213594,0.4810467380013998
P3-concise,semantic,tl,expansion_noimpact,42,0.3579870943592748,0.06071428571428572,19.601810894986006,37.266458549014125,0.4936276981396424
P3-concise,semantic,tl,intensifier,42,0.3647726898322136,0.08174603174603175,21.334062281820763,38.344770248722085,0.4952161283472493
P3-concise,semantic,tl,omission,42,0.3378898372350753,0.07063492063492063,20.025698602325807,35.78582068836531,0.4856674910984963
P3-concise,semantic,tl,spelling,42,0.3329235138758948,0.06865079365079364,19.683799547942705,35.807151701208895,0.4793518590227154
P3-concise,semantic,tl,synonym,42,0.32543093590712635,0.06944444444444445,19.10910522456087,34.51759625159925,0.47385597916593436
P3-concise,semantic,tl,word_order,42,0.3266853120424549,0.05793650793650794,18.07383294711846,34.33853190964806,0.46577536226471966
P3-concise,semantic,zh,alteration,42,0.42400703132846,0.0884920634920635,22.311766135636777,42.243565500650256,0.5775575791278647
P3-concise,semantic,zh,expansion_impact,42,0.46449367871986924,0.1246031746031746,25.47165589930891,45.36868213714543,0.64292879769549
P3-concise,semantic,zh,expansion_noimpact,42,0.47447978828931203,0.11785714285714285,25.00172781630792,45.36323135920732,0.6637675124974477
P3-concise,semantic,zh,intensifier,42,0.48138564918326815,0.12380952380952379,26.439858946957436,46.63132237366139,0.6641080123919343
P3-concise,semantic,zh,omission,42,0.40902483098911674,0.0623015873015873,21.511901186784748,40.54285287841112,0.5880105112250599
P3-concise,semantic,zh,spelling,42,0.4650233012137774,0.123015873015873,25.396569326808443,44.29995748246749,0.6337756255848541
P3-concise,semantic,zh,synonym,42,0.47994987155701435,0.12023809523809523,26.002980101418704,45.11026693132342,0.6658288365141267
P3-concise,semantic,zh,word_order,42,0.4677175359913456,0.10357142857142856,24.022047876936796,45.51111090507566,0.6543363606926823
