strategy,config,lang,perturbation,count,f1,em,bleu,chrf,sbert
P2-cot,vanilla,tl,expansion_impact,42,0.40951248882886043,0.1884920634920635,25.808764217281123,42.9056111100615,0.5828101389997062
P2-cot,vanilla,tl,expansion_noimpact,42,0.4369951229632458,0.19563492063492063,26.772789340499408,44.14917769008288,0.591285076258438
P2-cot,vanilla,tl,intensifier,42,0.42701273584790833,0.18214285714285716,26.203367990109033,44.85897729559533,0.5888722895275034
P2-cot,vanilla,tl,omission,42,0.3733100203169605,0.1579365079365079,21.5800053639763,39.77490459641468,0.5572146400927551
P2-cot,vanilla,tl,spelling,42,0.38671899249829295,0.14365079365079364,22.245398690004944,41.720595808883324,0.5819577244213886
P2-cot,vanilla,tl,synonym,42,0.38929027341624106,0.15317460317460316,23.3982934283161,41.07736444381463,0.5726336514784232
P2-cot,vanilla,tl,word_order,42,0.4435898153743618,0.19920634920634922,26.6065229171141,45.32665650787496,0.6034297486737608
P2-cot,vanilla,zh,alteration,42,0.4152013143072862,0.15595238095238095,24.25685034628672,41.47207449580135,0.5609931216863472
P2-cot,vanilla,zh,expansion_impact,42,0.42610318163178573,0.16031746031746033,23.40598399759902,42.317517485525954,0.5990349502997502
P2-cot,vanilla,zh,expansion_noimpact,42,0.42541087990104415,0.1746031746031746,26.26629385550599,41.776033751546564,0.5836795070334263
P2-cot,vanilla,zh,intensifier,42,0.42402492839506933,0.16666666666666666,25.577787132100806,42.882008350177536,0.599694053373403
P2-cot,vanilla,zh,omission,42,0.3669994563263193,0.146031746031746,19.346443109339827,35.938800259216826,0.5305402202783005
P2-cot,vanilla,zh,spelling,42,0.43035688250255066,0.16785714285714287,26.782390988646267,43.781569555687966,0.5943140314226704
P2-cot,vanilla,zh,synonym,42,0.41348112444825313,0.1603174603174603,23.417586261281873,40.62122743836267,0.5916677879775681
P2-cot,vanilla,zh,word_order,42,0.47111657456989803,0.19563492063492063,29.028571558009432,47.4315144935092,0.6312219952233137
P2-cot,atomic,es,alteration,42,0.40816265105898575,0.19444444444444442,25.136085819939687,45.25304706469477,0.570670278654212
P2-cot,atomic,es,expansion_impact,42,0.5397261947822487,0.26388888888888884,32.75188115688953,55.79366899920433,0.6577898161485791
P2-cot,atomic,es,expansion_noimpact,42,0.4773005688470901,0.22222222222222218,29.14835883767146,51.724559794404904,0.5859188748494026
P2-cot,atomic,es,intensifier,42,0.509418029242415,0.22619047619047614,30.86811788014645,56.141313127498364,0.6402863026725956
P2-cot,atomic,es,omission,42,0.48178348871761106,0.1746031746031746,26.921818443406227,51.097325587140716,0.6383082163298414
P2-cot,atomic,es,spelling,42,0.5208779039052047,0.28174603174603174,32.580396957994836,55.2045616275355,0.6402320216986395
P2-cot,atomic,es,synonym,42,0.4905036901331781,0.23809523809523805,32.24374424459026,53.52362425513479,0.6120706683926522
P2-cot,atomic,es,word_order,42,0.5305633211738355,0.24999999999999994,30.355835240186988,56.13014613720545,0.6401440718373845
P2-cot,atomic,fr,alteration,42,0.3201242359433164,0.12896825396825395,15.96404837746123,35.600827243680286,0.5084342945899282
P2-cot,atomic,fr,expansion_impact,42,0.46278850170183905,0.19642857142857142,27.491193528187097,51.96459972704559,0.6424125943717266
P2-cot,atomic,fr,expansion_noimpact,42,0.510017506996872,0.20634920634920634,31.987703539006475,54.75754954507356,0.6638324653345441
P2-cot,atomic,fr,intensifier,42,0.45975864605833167,0.19642857142857142,30.31124237579548,52.81306585539672,0.6473808911895114
P2-cot,atomic,fr,omission,42,0.510831400269302,0.20436507936507933,32.742127135831225,54.024731762018604,0.675051637947382
P2-cot,atomic,fr,spelling,42,0.5553847070903499,0.27380952380952384,36.63568960364081,59.097972339592474,0.7147818364291674
P2-cot,atomic,fr,synonym,42,0.5195292217301697,0.248015873015873,35.068600214773966,55.444132526097356,0.6938450020952297
P2-cot,atomic,fr,word_order,42,0.5050842723371275,0.2361111111111111,32.528891834847855,56.125030238260194,0.7002431346576602
P2-cot,atomic,hi,alteration,42,0.4453090424191058,0.1845238095238095,27.150728818138038,47.52670229821533,0.6014721002134066
P2-cot,atomic,hi,expansion_impact,42,0.47447501025585354,0.248015873015873,28.4057933295369,47.236061104427066,0.6056496649537058
P2-cot,atomic,hi,expansion_noimpact,42,0.46580910877725995,0.25,29.066684819914173,45.91387149117643,0.5810150559917684
P2-cot,atomic,hi,intensifier,42,0.46594580272133546,0.2857142857142857,30.477519923316716,46.836617871786906,0.5977266719490881
P2-cot,atomic,hi,omission,42,0.40649218712598006,0.16468253968253968,25.055825766118232,41.2657290911466,0.5348983243928247
P2-cot,atomic,hi,spelling,42,0.4647888457297925,0.27380952380952384,28.98295500279629,46.11105801360852,0.5989673503171948
P2-cot,atomic,hi,synonym,42,0.4385090609889622,0.2341269841269841,28.02319397290057,44.95660226517185,0.5765621888096488
P2-cot,atomic,hi,word_order,42,0.4368727849046567,0.16269841269841268,23.54224153007059,43.29164682532028,0.5527190841320488
P2-cot,atomic,tl,alteration,42,0.3797244402155345,0.17261904761904762,26.04610939615314,41.4417251936337,0.5502298001998237
P2-cot,atomic,tl,expansion_impact,42,0.4528858893647187,0.27976190476190477,31.898342680078425,48.269282971461614,0.5671446000240625
P2-cot,atomic,tl,expansion_noimpact,42,0.4538658085813867,0.22023809523809523,31.50070297791944,50.21572683340378,0.606802898278046
P2-cot,atomic,tl,intensifier,42,0.43088940704461626,0.23809523809523808,29.105914036678943,47.643894428675075,0.5930832529584655
P2-cot,atomic,tl,omission,42,0.3471064931205642,0.1726190476190476,22.499053359612617,41.40307258738064,0.538019759229399
P2-cot,atomic,tl,spelling,42,0.4034497526895262,0.19444444444444442,29.241188884540552,46.93903078459736,0.5597988798852181
P2-cot,atomic,tl,synonym,42,0.3778726055048353,0.19246031746031744,25.685409327065162,42.90122658784067,0.5172068984062957
P2-cot,atomic,tl,word_order,42,0.4330843274135175,0.2718253968253968,33.12161443238127,47.25891579139037,0.5854965402848191
P2-cot,atomic,zh,alteration,42,0.38057850352021105,0.14087301587301587,24.082958662818573,40.45789567829612,0.5130170895644123
P2-cot,atomic,zh,expansion_impact,42,0.5001944108011666,0.246031746031746,30.27612227929024,51.72141295976663,0.6339228973236113
P2-cot,atomic,zh,expansion_noimpact,42,0.52544943050581,0.2400793650793651,32.746305333627916,52.9493150302948,0.6425661049960625
P2-cot,atomic,zh,intensifier,42,0.5130811674074055,0.251984126984127,31.176241660373414,52.390054506785006,0.6262661056253054
P2-cot,atomic,zh,omission,42,0.42645586370014077,0.19642857142857142,28.05534190690934,44.09448036963689,0.5553376132637144
P2-cot,atomic,zh,spelling,42,0.4811080885322284,0.16666666666666666,28.824488073760058,50.73271726372412,0.6164434777336224
P2-cot,atomic,zh,synonym,42,0.5421111801543854,0.25396825396825395,32.1780822558782,54.82058224658389,0.6692772575521043
P2-cot,atomic,zh,word_order,42,0.5232182958443777,0.22222222222222218,33.22063212716764,54.24573839116816,0.6523369421872
P2-cot,semantic,es,alteration,42,0.3807841812735634,0.12023809523809523,18.77386297168578,40.29495943337039,0.559849703045828
P2-cot,semantic,es,expansion_impact,42,0.3932521796741208,0.11706349206349205,19.005214925259505,43.63481817738603,0.5904502526945656
P2-cot,semantic,es,expansion_noimpact,42,0.38992425444037365,0.09047619047619047,18.047635006055454,42.99111876870452,0.5969989302464657
P2-cot,semantic,es,intensifier,42,0.41593522736332644,0.15198412698412697,24.229389580645723,45.75974609530568,0.603462721537503
P2-cot,semantic,es,omission,42,0.4144113944076932,0.11904761904761904,21.86857496749398,44.31916230134662,0.604588165601331
P2-cot,semantic,es,spelling,42,0.4475665344875435,0.15515873015873013,24.64886473389327,46.24004416279889,0.6307161058713164
P2-cot,semantic,es,synonym,42,0.46950804497496595,0.1873015873015873,27.98482187188533,47.959863790055024,0.6495043994208414
P2-cot,semantic,es,word_order,42,0.430653633614724,0.14523809523809522,23.306571339668885,45.13815056089399,0.6125091045754888
P2-cot,semantic,fr,alteration,42,0.34039956777524605,0.08730158730158728,17.97685496827217,39.48532134342613,0.5615593285063311
P2-cot,semantic,fr,expansion_impact,42,0.4296164706495213,0.13174603174603175,22.395321123246518,45.54134931559011,0.6372703983093656
P2-cot,semantic,fr,expansion_noimpact,42,0.4546009460194215,0.1468253968253968,24.26150174525247,48.168242912307456,0.6524605438852358
P2-cot,semantic,fr,intensifier,42,0.44568683171678874,0.14365079365079364,23.835713071200054,48.008185777779865,0.6558817055238974
P2-cot,semantic,fr,omission,42,0.43529750448258814,0.15952380952380954,24.643607634162056,45.00268746711009,0.6421132602285416
P2-cot,semantic,fr,spelling,42,0.4359324227074578,0.12896825396825395,24.330980626412934,45.43138496508531,0.6371761075087956
P2-cot,semantic,fr,synonym,42,0.4417801188984379,0.16428571428571428,25.10477503592396,48.58247697072835,0.6534934354029478
P2-cot,semantic,fr,word_order,42,0.4838511301521989,0.16428571428571428,26.56031237068771,50.37623323194866,0.6728407480251339
P2-cot,semantic,hi,alteration,42,0.3573198781740455,0.10595238095238094,19.965358236552724,36.21447387980256,0.5218654545053604
P2-cot,semantic,hi,expansion_impact,42,0.37330913876354016,0.1257936507936508,20.535269916250527,39.10416435410294,0.5461548353353189
P2-cot,semantic,hi,expansion_noimpact,42,0.41153455366831193,0.14484126984126985,23.141916101777245,41.540454686087365,0.5622522920015312
P2-cot,semantic,hi,intensifier,42,0.39470426398856745,0.1123015873015873,21.853107588478572,40.22231608353573,0.5680068679612189
P2-cot,semantic,hi,omission,42,0.3464120184938724,0.09087301587301587,18.585492487890114,33.40358435229032,0.49366089882595193
P2-cot,semantic,hi,spelling,42,0.403694988342433,0.15634920634920635,24.43346975274499,40.85486588999285,0.5546028213516351
P2-cot,semantic,hi,synonym,42,0.380677957253489,0.14126984126984127,21.994669921680295,38.581136449599725,0.5381028431911199
P2-cot,semantic,hi,word_order,42,0.3757229968973076,0.0884920634920635,19.08250787855532,37.39961910313015,0.5406646340080197
P2-cot,semantic,tl,alteration,42,0.31860829251469436,0.10436507936507936,19.08401244903513,36.22607549105304,0.5172255827882696
P2-cot,semantic,tl,expansion_impact,42,0.3872455266392239,0.15476190476190477,23.139356899452437,40.37242647741238,0.5503370068605161
P2-cot,semantic,tl,expansion_noimpact,42,0.3862143530913373,0.16428571428571428,23.602957788158083,41.2923458471693,0.5596909224957464
P2-cot,semantic,tl,intensifier,42,0.39317359392607765,0.1607142857142857,23.14216953894387,40.83299599593263,0.5535055517559013
P2-cot,semantic,tl,omission,42,0.3558024295582009,0.14126984126984127,22.400764192238448,38.87365522027207,0.5545217974074481
P2-cot,semantic,tl,spelling,42,0.3699572888878248,0.1373015873015873,22.492376186508142,41.62757553513667,0.5590179814376854
P2-cot,semantic,tl,synonym,42,0.36053601147506464,0.1261904761904762,20.464365437828558,38.76872570761399,0.5365676073305723
P2-cot,semantic,tl,word_order,42,0.3926103949559835,0.1876984126984127,23.735993803273267,39.73561739833509,0.5605523663706014
P2-cot,semantic,zh,alteration,42,0.3906660719605174,0.12341269841269842,22.52394624977047,39.04572230067319,0.5471150809485051
P2-cot,semantic,zh,expansion_impact,42,0.39586908601468324,0.13650793650793652,23.358191536516934,40.85623009760309,0.5556652295255353
P2-cot,semantic,zh,expansion_noimpact,42,0.44209337878829863,0.15634920634920635,25.576007134846115,43.25786885683166,0.5882729164546445
P2-cot,semantic,zh,intensifier,42,0.40804666132361167,0.13650793650793652,24.79537429190396,42.230852904679146,0.5871799164067303
P2-cot,semantic,zh,omission,42,0.357967929849675,0.10436507936507936,19.06426358516073,34.48889695397357,0.5020501436111295
P2-cot,semantic,zh,spelling,42,0.4274889661243648,0.1551587301587302,24.35247714684661,42.18740632156267,0.5886054410850482
P2-cot,semantic,zh,synonym,42,0.4212859239530222,0.15,24.813760711134034,41.41301282443813,0.5974112862222163
P2-cot,semantic,zh,word_order,42,0.46871034954965796,0.19444444444444448,26.971973519104544,46.15471937222091,0.621008154166685
